0.0,895,22.79 
0.1,30,22.79 
0.1,0,22.69 
0.1,0,22.89 
0.2,0,22.69 
0.2,0,22.79 
0.3,0,22.79 
0.3,0,22.89 
0.4,0,22.98 
0.5,0,22.79 
0.5,0,22.79 
0.6,0,22.79 
0.6,0,22.79 
0.7,0,22.79 
0.7,20,22.79 
0.8,69,22.79 
0.8,110,22.98 
0.8,141,22.79 
0.9,176,22.79 
0.9,200,22.79 
1.0,221,22.79 
1.1,239,22.89 
1.1,258,22.79 
1.1,270,22.79 
1.2,280,22.79 
1.2,291,22.79 
1.3,302,22.79 
1.4,311,22.79 
1.4,322,22.98 
1.4,330,22.79 
1.5,338,22.69 
1.6,344,22.79 
1.6,350,22.79 
1.6,355,22.89 
1.7,356,22.79 
1.8,359,22.89 
1.8,361,22.79 
1.9,370,22.79 
1.9,377,22.89 
1.9,380,22.79 
2.0,383,22.89 
2.0,389,22.79 
2.1,391,22.79 
2.1,394,22.79 
2.2,392,22.59 
2.2,390,22.89 
2.3,393,22.79 
2.4,398,22.79 
2.4,400,22.89 
2.5,403,22.69 
2.5,410,22.79 
2.5,410,22.79 
2.6,411,22.89 
2.6,414,22.79 
2.7,418,22.79 
2.8,410,22.79 
2.8,413,22.89 
2.9,415,22.79 
2.9,419,22.79 
3.0,420,22.89 
3.0,422,22.69 
3.0,425,22.98 
3.1,430,22.79 
3.1,429,22.69 
3.2,430,22.98 
3.2,427,22.69 
3.3,424,22.69 
3.4,427,22.89 
3.4,430,22.79 
3.5,430,22.79 
3.5,434,22.89 
3.5,436,22.98 
3.6,437,22.69 
3.6,439,22.69 
3.7,440,22.79 
3.8,440,22.79 
3.8,436,22.89 
3.9,434,22.69 
3.9,434,22.79 
4.0,437,22.89 
4.0,440,22.79 
4.0,442,22.79 
4.1,443,22.79 
4.2,445,22.89 
4.2,448,22.89 
4.2,442,22.79 
4.3,442,22.89 
4.3,440,22.79 
4.4,440,22.79 
4.5,442,22.89 
4.5,446,22.79 
4.5,450,22.69 
4.6,450,22.89 
4.7,451,22.98 
4.7,451,22.89 
4.8,450,22.89 
4.8,450,22.79 
4.8,450,22.89 
4.9,447,22.79 
5.0,448,22.79 
5.0,450,22.89 
5.0,451,22.89 
5.1,451,22.79 
5.2,454,22.89 
5.2,453,22.79 
5.2,458,22.89 
5.3,455,22.79 
5.3,451,22.79 
5.4,450,22.79 
5.5,450,22.89 
5.5,450,22.79 
5.5,455,22.79 
5.6,458,22.79 
5.7,460,22.79 
5.7,460,22.79 
5.8,460,22.79 
5.8,460,22.69 
5.8,459,22.98 
5.9,453,22.79 
6.0,452,22.59 
6.0,458,22.89 
6.0,459,22.69 
6.1,460,22.98 
6.2,460,22.79 
6.2,461,22.79 
6.2,461,22.79 
6.3,460,22.89 
6.3,460,22.98 
6.4,460,22.79 
6.5,461,22.89 
6.5,459,22.98 
6.5,457,22.79 
6.6,460,22.89 
6.7,460,22.79 
6.7,463,22.98 
6.8,462,22.79 
6.8,463,22.79 
6.8,467,22.79 
6.9,463,22.89 
7.0,464,22.79 
7.0,460,22.69 
7.0,460,22.79 
7.1,458,22.79 
7.2,460,22.79 
7.2,462,22.79 
7.2,463,22.79 
7.3,468,22.89 
7.3,469,22.79 
7.4,469,22.79 
7.5,469,22.79 
7.5,465,22.98 
7.5,460,22.79 
7.6,461,22.89 
7.7,461,22.79 
7.7,462,22.79 
7.8,470,22.79 
7.8,469,22.89 
7.8,470,22.79 
7.9,470,22.79 
8.0,470,22.79 
8.0,469,22.79 
8.1,463,22.89 
8.1,460,22.89 
8.2,463,22.79 
8.2,465,22.89 
8.2,470,22.79 
8.3,470,22.79 
8.3,470,22.79 
8.4,470,22.79 
8.4,471,22.79 
8.5,470,22.98 
8.6,470,22.79 
8.6,464,22.79 
8.7,465,22.79 
8.7,461,22.79 
8.8,469,22.79 
8.8,470,22.89 
8.8,470,22.79 
8.9,470,22.79 
8.9,470,22.79 
9.0,470,22.89 
9.1,470,22.79 
9.1,467,22.79 
9.2,466,22.79 
9.2,466,22.89 
9.2,469,22.79 
9.3,470,22.79 
9.3,471,22.79 
9.4,470,22.89 
9.4,471,22.79 
9.5,470,22.79 
9.6,471,22.79 
9.6,469,22.89 
9.7,469,22.89 
9.7,470,22.89 
9.8,470,22.79 
9.8,470,22.79 
9.8,471,22.79 
9.9,470,22.89 
9.9,472,22.79 
10.0,470,22.79 
10.1,475,22.79 
10.1,470,22.79 
10.2,470,22.79 
10.2,470,22.79 
10.2,470,22.79 
10.3,471,22.79 
10.3,472,22.79 
10.4,473,22.79 
10.4,476,22.79 
10.5,473,22.69 
10.6,474,22.89 
10.6,471,22.79 
10.7,470,22.89 
10.7,470,22.89 
10.8,470,22.79 
10.8,470,22.79 
10.8,473,22.79 
10.9,473,22.69 
10.9,474,22.79 
11.0,476,22.79 
11.1,475,22.79 
11.1,473,22.89 
11.2,470,22.79 
11.2,469,22.89 
11.2,470,22.69 
