15.63,4647,25.08 
15.64,4701,25.08 
15.65,4650,25.08 
15.66,4703,24.98 
15.67,4643,25.08 
15.68,4702,25.08 
15.69,4632,25.08 
15.70,4705,24.98 
15.71,4623,25.08 
15.72,4680,25.08 
15.73,4613,25.08 
15.74,4671,25.08 
15.75,4614,25.08 
15.76,4679,25.08 
15.77,4981,25.08 
15.78,4670,25.08 
15.79,4626,25.08 
15.80,4682,25.08 
15.81,4606,25.08 
15.82,4671,25.18 
15.83,4607,25.08 
15.84,4671,25.18 
15.85,4624,25.08 
15.86,5033,25.28 
15.87,4615,25.08 
15.88,4675,24.98 
15.89,4621,25.08 
15.90,4681,25.08 
15.91,4614,25.08 
15.92,4689,25.08 
15.93,4637,25.08 
15.94,4693,25.18 
15.95,4641,25.08 
15.96,4698,25.08 
15.97,5009,25.08 
15.98,4700,25.08 
15.99,4647,25.08 
16.00,4714,25.08 
16.01,4636,25.08 
16.02,4697,25.08 
16.03,4666,24.98 
16.04,4705,25.08 
16.05,4633,25.08 
16.06,4680,24.98 
16.07,4624,25.08 
16.08,5018,25.18 
16.09,4622,25.08 
16.10,4673,25.08 
16.11,4622,25.08 
16.12,4658,25.08 
16.13,4625,25.08 
16.14,4667,25.08 
16.15,4612,25.08 
16.16,4670,25.08 
16.17,4631,24.98 
16.18,4691,24.98 
16.19,4685,25.08 
16.20,5054,25.18 
16.21,4666,25.08 
16.22,4704,24.98 
16.23,4657,24.98 
16.24,4708,25.18 
16.25,4654,24.98 
16.26,4696,25.18 
16.27,4662,25.08 
16.28,4686,24.98 
16.29,4627,25.08 
16.30,4660,25.18 
16.31,4987,25.08 
16.32,4659,24.98 
16.33,4611,25.08 
16.34,4651,24.98 
16.35,4619,25.08 
16.36,4650,25.18 
16.37,4634,24.98 
16.38,4657,25.08 
16.39,4626,25.08 
16.40,4650,25.08 
16.41,4630,25.08 
16.42,4654,25.08 
16.43,4620,24.98 
16.44,5027,25.08 
16.45,4638,25.08 
16.46,4658,25.08 
16.47,4653,25.08 
16.48,4675,25.18 
16.49,4657,25.08 
16.50,4665,25.08 
16.51,4659,25.08 
16.52,4721,24.98 
16.53,4686,25.08 
16.54,4697,25.08 
16.55,4671,25.08 
16.56,4673,25.18 
16.57,4998,25.08 
16.58,4642,25.08 
16.59,4614,24.98 
16.60,4637,24.98 
16.61,4636,25.08 
16.62,4658,25.18 
16.63,4626,25.08 
16.64,4637,25.08 
16.65,4626,25.08 
16.66,4623,24.98 
16.67,4633,25.08 
16.68,4634,25.18 
16.69,4981,25.08 
16.70,4635,25.08 
16.71,4626,24.98 
16.72,4657,25.18 
16.73,4637,25.08 
16.74,4659,25.08 
16.75,4623,25.08 
16.76,4623,25.08 
16.77,4605,24.98 
16.78,4617,25.18 
16.79,4622,25.08 
16.80,4646,25.08 
16.81,5019,25.08 
16.82,4670,25.08 
16.83,4673,25.08 
16.84,4675,24.98 
16.85,4647,25.08 
16.86,4662,24.98 
16.87,4621,25.08 
16.88,4675,25.28 
16.89,4672,25.08 
16.90,4680,24.98 
16.91,4700,25.08 
16.92,5056,25.18 
16.93,4687,25.08 
16.94,4672,25.08 
16.95,4658,25.08 
16.96,4659,25.08 
16.97,4653,25.08 
16.98,4650,25.18 
16.99,4632,24.98 
17.00,4642,25.18 
17.01,4648,24.98 
17.02,4643,25.08 
17.03,5013,24.98 
17.04,4636,25.08 
17.05,4606,25.08 
17.06,4612,25.08 
17.07,4604,25.08 
17.08,4603,24.98 
17.09,4614,25.08 
17.10,4969,25.08 
17.11,4633,25.08 
17.12,4617,25.08 
17.13,4619,24.98 
17.14,4604,24.98 
17.15,4590,25.08 
17.16,4606,25.18 
17.17,4641,25.18 
17.18,4608,25.08 
17.19,4623,25.08 
17.20,4600,25.08 
17.21,4628,25.08 
17.22,4641,25.08 
17.23,5007,24.98 
17.24,4622,24.98 
17.25,4613,25.08 
17.26,4638,25.18 
17.27,4691,25.08 
17.28,4696,24.98 
17.29,4710,24.98 
17.30,4685,25.18 
17.31,4687,25.08 
17.32,4674,25.08 
17.33,4716,25.08 
17.34,4689,25.08 
17.35,4665,25.08 
17.36,4646,25.08 
17.37,5037,25.08 
17.38,4683,25.18 
17.39,4712,25.08 
17.40,4702,25.08 
17.41,4694,25.08 
17.42,4653,25.08 
17.43,4669,25.08 
17.44,4654,24.98 
17.45,4673,25.08 
17.46,4631,25.18 
17.47,4648,25.08 
17.48,4986,24.98 
17.49,4651,25.08 
17.50,4596,25.08 
17.51,4583,25.08 
17.52,4562,25.18 
17.53,4587,25.08 
17.54,4553,25.08 
17.55,4569,25.08 
17.56,4578,25.08 
17.57,4636,25.08 
17.58,4986,25.08 
17.59,4663,25.08 
17.60,4574,25.18 
17.61,4628,25.08 
17.62,4548,25.08 
17.63,4640,25.08 
17.64,4624,25.08 
17.65,4660,25.08 
17.66,4610,24.98 
17.67,4646,25.08 
17.68,5018,24.98 
17.69,4718,25.08 
17.70,4646,25.08 
17.71,4654,25.08 
17.72,4624,25.08 
17.73,4642,25.08 
17.74,4624,25.08 
17.75,4679,25.08 
17.76,4630,25.08 
17.77,4659,25.08 
17.78,4610,25.08 
17.79,4634,24.98 
17.80,4960,24.98 
17.81,4701,25.08 
17.82,4640,25.08 
17.83,4648,24.98 
17.84,4614,25.18 
17.85,4659,25.08 
17.86,4635,25.08 
17.87,4659,25.08 
17.88,4995,25.08 
17.89,4678,25.08 
17.90,4636,25.08 
17.91,4704,25.08 
17.92,4671,25.08 
17.93,4691,25.08 
17.94,4667,25.08 
17.95,4712,25.08 
17.96,4664,25.08 
17.97,5062,25.08 
17.98,4662,25.08 
